"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","Fundraising_Total","CAND_LAST"
"2027","S2WA00338","SLEISTER, NICOLAUS",1,"Senator","WA","0",4085,"SLEISTER"
"2028","S2WA00387","SMILEY, TIFFANY",0,"Senator","WA","0",9919408,"SMILEY"
"2029","S2WA00429","HAGGLUND, BOB",0,"Senator","WA","0",1140,"HAGGLUND"
"2030","S2WA00437","PAUL, NAZ",0,"Senator","WA","0",8651,"PAUL"
"2031","S2WI00334","BATTINO, GILLIAN M.D.",1,"Senator","WI","0",101066,"BATTINO"
"2032","S2WI00342","LASRY, ALEX",1,"Senator","WI","0",1242023,"LASRY"
"2033","S2WI00359","GODLEWSKI, SARAH",1,"Senator","WI","0",1330435,"GODLEWSKI"
"2034","S2WI00383","OLIKARA, STEVEN",1,"Senator","WI","0",208743,"OLIKARA"
"2035","S2WI00391","LARSON, CHRISTOPHER",1,"Senator","WI","0",10260,"LARSON"
"2036","S2WI00417","PECKARSKY, PETER",1,"Senator","WI","0",22394,"PECKARSKY"
"2037","S2WI00433","LEE, KOU C",1,"Senator","WI","0",3750,"LEE"
"2038","S2WI00441","BARNES, MANDELA",1,"Senator","WI","0",20015109,"BARNES"
"2039","S2WI00458","LEWIS, CHANTIA",1,"Senator","WI","0",11500,"LEWIS"
"2040","S2WI00466","WILLIAMS, DARRELL L. DR.",1,"Senator","WI","0",4725,"WILLIAMS"
"2041","S2WI00482","BEYER, BRAD",0,"Senator","WI","0",46500,"BEYER"
"2042","S4AK00099","MURKOWSKI, LISA",0,"Senator","AK","0",1890159,"MURKOWSKI"
"2043","S4GA11285","PERDUE, DAVID",0,"Senator","GA","0",-284285,"PERDUE"
"2044","S4HI00136","SCHATZ, BRIAN",1,"Senator","HI","0",447139,"SCHATZ"
"2045","S4LA00065","KENNEDY, JOHN NEELY",0,"Senator","LA","0",9245688,"KENNEDY"
"2046","S4NC00089","BURR, RICHARD M",0,"Senator","NC","0",14700,"BURR"
"2047","S4OK00232","LANKFORD, JAMES PAUL",0,"Senator","OK","0",1457892,"LANKFORD"
"2048","S4OR00156","PERKINS, JO RAE",0,"Senator","OR","0",36430,"PERKINS"
"2049","S4SC00240","SCOTT, TIMOTHY E.",0,"Senator","SC","0",11646458,"SCOTT"
"2050","S4VT00017","LEAHY, PATRICK J",1,"Senator","VT","0",176398,"LEAHY"
"2051","S6ID00104","WRITZ, RAYMOND J",0,"Senator","ID","0",1000,"WRITZ"
"2052","S6IL00292","DUCKWORTH, L. TAMMY",1,"Senator","IL","0",2697011,"DUCKWORTH"
"2053","S6IN00191","YOUNG, TODD CHRISTOPHER",0,"Senator","IN","0",2036744,"YOUNG"
"2054","S6MD03441","VAN HOLLEN, CHRIS",1,"Senator","MD","0",1394269,"HOLLEN"
"2055","S6NH00091","HASSAN, MARGARET WOOD",1,"Senator","NH","0",12184882,"HASSAN"
"2056","S6NV00200","CORTEZ MASTO, CATHERINE",1,"Senator","NV","0",22810659,"MASTO"
"2057","S6OR00110","WYDEN, RONALD LEE",1,"Senator","OR","0",3175684,"WYDEN"
"2058","S6PA00274","FETTERMAN, JOHN KARL",1,"Senator","PA","0",23545207,"FETTERMAN"
"2059","S8AL00381","BROOKS, MO",0,"Senator","AL","0",1037895,"BROOKS"
"2060","S8CA00515","BRADLEY, JAMES P.",0,"Senator","CA","0",10033,"BRADLEY"
"2061","S8ID00027","CRAPO, MICHAEL D",0,"Senator","ID","0",668013,"CRAPO"
"2062","S8MO00269","WRIGHT, CARLA (COFFEE)",1,"Senator","MO","0",251,"WRIGHT"
"2063","S8NY00082","SCHUMER, CHARLES E.",1,"Senator","NY","0",9686598,"SCHUMER"
"2064","S8OH00086","GIBBONS, MICHAEL",0,"Senator","OH","0",267080,"GIBBONS"
"2065","S8OH00144","FARIS, STEPHEN I MR",0,"Senator","OH","0",2068,"FARIS"
"2066","S8PA00262","BARTOS, JEFFREY A",0,"Senator","PA","0",688246,"BARTOS"
